omega	RE_E	IM_E	RE_P	IM_P	Alpha	T2
62.71777003484323	0.030623654237462068	4.455573820313927e-05	5.857595988707486	12.510960546372964	408.2599516843538	156.22916201369108
63.414634146341484	0.026992473962208514	3.485713537305202e-05	5.182296973715122	11.036324535919062	408.61811782549296	156.22916201576453
64.11149825783974	0.023759242265172033	2.4286777685962314e-05	4.581600092275604	9.720135921727726	408.91213341505147	156.2291620177584
64.808362369338	0.020884312673344275	1.3139650984402413e-05	4.04969716443425	8.547074063563917	409.13593339281056	156.22916201967544
65.50522648083626	0.01833144703432715	1.7238197982164425e-06	3.5800196128597643	7.504595839828578	409.36534404197903	156.22916202151814
66.20209059233451	0.016067598879219408	-9.64809349835764e-06	3.1646952389873664	6.580877703451992	409.6925545947284	156.22916202328938
66.89895470383277	0.014062701360613421	-2.0667467317502126e-05	2.795970880316762	5.7633360320423375	410.12267621787396	156.22916202499147
67.59581881533103	0.01228946071710881	-3.103804337209787e-05	2.4680966308294896	5.039131977378218	410.5414625161274	156.22916202662702
68.29268292682929	0.010723156075605679	-4.048386721154516e-05	2.177719497576521	4.397045199657647	410.81227143679575	156.22916202819817
68.98954703832754	0.009341446274603402	-4.875659506509814e-05	1.9223663196356702	3.828725435458144	410.9272074247334	156.2291620297073
69.6864111498258	0.008124184274962616	-5.564197498710694e-05	1.6985351909344755	3.327985535500036	411.05198076244625	156.22916203115653
70.38327526132406	0.007053239618274017	-6.096533501441599e-05	1.5012950980599722	2.888798959308761	411.3795816184164	156.22916203254803
71.08013937282232	0.006112329296080139	-6.459594000878429e-05	1.3257478367859385	2.5039709809224586	411.9052417538436	156.22916203388405
71.77700348432057	0.005286857304778415	-6.64501112127071e-05	1.1688197882031424	2.165752430851004	412.3619582826554	156.22916203516618
72.47386759581883	0.004563763080142971	-6.64930373892711e-05	1.0295360308615387	1.8676887184956166	412.44237096456186	156.22916203639667
73.17073170731709	0.003931378931080141	-6.473924275753736e-05	0.9074867808110905	1.6057584385890997	412.1360378298383	156.22916203757728
73.86759581881535	0.0033792965237409386	-6.12517137665762e-05	0.8010298076574487	1.377599752268217	411.81993395355397	156.22916203870963
74.5644599303136	0.002898242403657915	-5.61397230650614e-05	0.7070240964841094	1.1805744487768952	411.9123234223931	156.22916203979574
75.26132404181186	0.0024799624846018374	-4.9555423865650406e-05	0.6223223927548245	1.010591219720464	412.35234463073965	156.22916204083705
75.95818815331012	0.0021171153778960718	-4.1689320307075744e-05	0.545469322736482	0.8628242670205138	412.46066302099194	156.22916204183525
76.65505226480838	0.001803174384618156	-3.27647485856879e-05	0.4768618223813593	0.733536799123497	411.4725095663619	156.22916204279198
77.35191637630663	0.0015323379253141534	-2.3031528788108675e-05	0.41720469223495116	0.6211129062954951	409.3365538136239	156.22916204370884
78.04878048780489	0.001299448137364638	-1.2758967869988374e-05	0.3658224966777784	0.5252261173142544	406.91663452388013	156.22916204458693
78.74564459930315	0.0010999173291638235	-2.2284096525357466e-06	0.32051914962377986	0.44497338449646306	405.14037621353395	156.22916204542798
79.4425087108014	0.0009296619427475719	8.274462376999096e-06	0.27909365243708417	0.37784477106083875	403.72843667129814	156.2291620462332
